IDM_;SOPM;1;LoMotWhSpt41;Parameter of manual alarm value of energy spent by motor for operations with 4 intermediary taps - Low (default = 0.2 W.h);HR23030 - Parameter of manual alarm value of energy spent by motor for operations with 4 intermediary taps - Low (default = 0.2 W.h);
IDM_;SOPM;1;LoMotWhSpt02;Parameter of manual alarm value of energy spent by motor for operations with no intermediary taps - Very low (default = 0.1 W.h);HR23031 - Parameter of manual alarm value of energy spent by motor for operations with no intermediary taps - Very low (default = 0.1 W.h);
IDM_;SOPM;1;LoMotWhSpt12;Parameter of manual alarm value of energy spent by motor for operations with 1 intermediary tap - Very low (default = 0.1 W.h);HR23032 - Parameter of manual alarm value of energy spent by motor for operations with 1 intermediary tap - Very low (default = 0.1 W.h);
IDM_;SOPM;1;LoMotWhSpt22;Parameter of manual alarm value of energy spent by motor for operations with 2 intermediary taps - Very low (default = 0.1 W.h);HR23033 - Parameter of manual alarm value of energy spent by motor for operations with 2 intermediary taps - Very low (default = 0.1 W.h);
IDM_;SOPM;1;LoMotWhSpt32;Parameter of manual alarm value of energy spent by motor for operations with 3 intermediary taps - Very low (default = 0.1 W.h);HR23034 - Parameter of manual alarm value of energy spent by motor for operations with 3 intermediary taps - Very low (default = 0.1 W.h);
IDM_;SOPM;1;LoMotWhSpt42;Parameter of manual alarm value of energy spent by motor for operations with 4 intermediary taps - Very low (default = 0.1 W.h);HR23035 - Parameter of manual alarm value of energy spent by motor for operations with 4 intermediary taps - Very low (default = 0.1 W.h);
IDM_;SOPM;1;HiMotWhSpt01;Parameter of manual alarm value of energy spent by motor for operations with no intermediary taps - High (default = 40 W.h);HR23036 - Parameter of manual alarm value of energy spent by motor for operations with no intermediary taps - High (default = 40 W.h);
IDM_;SOPM;1;HiMotWhSpt11;Parameter of manual alarm value of energy spent by motor for operations with 1 intermediary tap - High (default = 40 W.h);HR23037 - Parameter of manual alarm value of energy spent by motor for operations with 1 intermediary tap - High (default = 40 W.h);
IDM_;SOPM;1;HiMotWhSpt21;Parameter of manual alarm value of energy spent by motor for operations with 2 intermediary taps - High (default = 40 W.h);HR23038 - Parameter of manual alarm value of energy spent by motor for operations with 2 intermediary taps - High (default = 40 W.h);
IDM_;SOPM;1;HiMotWhSpt31;Parameter of manual alarm value of energy spent by motor for operations with 3 intermediary taps - High (default = 40 W.h);HR23039 - Parameter of manual alarm value of energy spent by motor for operations with 3 intermediary taps - High (default = 40 W.h);
IDM_;SOPM;1;HiMotWhSpt41;Parameter of manual alarm value of energy spent by motor for operations with 4 intermediary taps - High (default = 40 W.h);HR23040 - Parameter of manual alarm value of energy spent by motor for operations with 4 intermediary taps - High (default = 40 W.h);
IDM_;SOPM;1;HiMotWhSpt02;Parameter of manual alarm value of energy spent by motor for operations with no intermediary taps - Very high (default = 46 W.h);HR23041 - Parameter of manual alarm value of energy spent by motor for operations with no intermediary taps - Very high (default = 46 W.h);
IDM_;SOPM;1;HiMotWhSpt12;Parameter of manual alarm value of energy spent by motor for operations with 1 intermediary tap - Very high (default = 46 W.h);HR23042 - Parameter of manual alarm value of energy spent by motor for operations with 1 intermediary tap - Very high (default = 46 W.h);
IDM_;SOPM;1;HiMotWhSpt22;Parameter of manual alarm value of energy spent by motor for operations with 2 intermediary taps - Very high (default = 46 W.h);HR23043 - Parameter of manual alarm value of energy spent by motor for operations with 2 intermediary taps - Very high (default = 46 W.h);
IDM_;SOPM;1;HiMotWhSpt32;Parameter of manual alarm value of energy spent by motor for operations with 3 intermediary taps - Very high (default = 46 W.h);HR23044 - Parameter of manual alarm value of energy spent by motor for operations with 3 intermediary taps - Very high (default = 46 W.h);
IDM_;SOPM;1;HiMotWhSpt42;Parameter of manual alarm value of energy spent by motor for operations with 4 intermediary taps - Very high (default = 46 W.h);HR23045 - Parameter of manual alarm value of energy spent by motor for operations with 4 intermediary taps - Very high (default = 46 W.h);
IDM_;SOPM;1;mPeakAWrnSpt;Parameter of manual alarm value of motor start current peak on operation - High;HR23046 - Parameter of manual alarm value of motor start current peak on operation - High;
IDM_;SOPM;1;mPeakAAlmSpt;Parameter of manual alarm value of motor start current peak on operation - Very high;HR23047 - Parameter of manual alarm value of motor start current peak on operation - Very high;
IDM_;SOPM;1;mLoMotVSpt1;Parameter of manual alarm value of voltage in motor during operation - Low;HR23048 - Parameter of manual alarm value of voltage in motor during operation - Low;
IDM_;SOPM;1;mLoMotVSpt2;Parameter of manual alarm value of voltage in motor during operation - Very low;HR23049 - Parameter of manual alarm value of voltage in motor during operation - Very low;
IDM_;SOPM;1;mHiMotVSpt1;Parameter of manual alarm value of voltage in motor during operation - High;HR23050 - Parameter of manual alarm value of voltage in motor during operation - High;
IDM_;SOPM;1;mHiMotVSpt2;Parameter of manual alarm value of voltage in motor during operation - Very high;HR23051 - Parameter of manual alarm value of voltage in motor during operation - Very high;
IDM_;SOPM;1;MotTmSet0;Parameter of motor nominal operation time for an operation with no intermediary taps;HR23052 - Parameter of motor nominal operation time for an operation with no intermediary taps;
IDM_;SOPM;1;MotTmSet1;Parameter of motor nominal operation time for an operation with 1 intermediary tap;HR23053 - Parameter of motor nominal operation time for an operation with 1 intermediary tap;
IDM_;SOPM;1;MotTmSet2;Parameter of motor nominal operation time for an operation with 2 intermediary taps;HR23054 - Parameter of motor nominal operation time for an operation with 2 intermediary taps;
IDM_;SOPM;1;MotTmSet3;Parameter of motor nominal operation time for an operation with 3 intermediary taps;HR23055 - Parameter of motor nominal operation time for an operation with 3 intermediary taps;
IDM_;SOPM;1;MotTmSet4;Parameter of motor nominal operation time for an operation with 4 intermediary taps;HR23056 - Parameter of motor nominal operation time for an operation with 4 intermediary taps;
IDM_;SOPM;1;LoLimSet;Parameter of tolerance to determinate the signature curve over limit;HR23057 - Parameter of tolerance to determinate the signature curve over limit;
IDM_;SOPM;1;HiLimSet;Parameter of tolerance to determinate the signature curve under limit;HR23058 - Parameter of tolerance to determinate the signature curve under limit;
IDM_;SOPM;1;SptLoWhWrn0;Parameter of automatic alarm value of energy spent by motor for operation with no intermediary taps - Low (default 0.2 W.h);HR23059 - Parameter of automatic alarm value of energy spent by motor for operation with no intermediary taps - Low (default 0.2 W.h);
IDM_;SOPM;1;SptLoWhWrn1;Parameter of automatic alarm value of energy spent by motor for operation with 1 intermediary tap - Low (default 0.2 W.h);HR23060 - Parameter of automatic alarm value of energy spent by motor for operation with 1 intermediary tap - Low (default 0.2 W.h);
IDM_;SOPM;1;SptLoWhWrn2;Parameter of automatic alarm value of energy spent by motor for operation with 2 intermediary taps - Low (default 0.2 W.h);HR23061 - Parameter of automatic alarm value of energy spent by motor for operation with 2 intermediary taps - Low (default 0.2 W.h);
IDM_;SOPM;1;SptLoWhWrn3;Parameter of automatic alarm value of energy spent by motor for operation with 3 intermediary taps - Low (default 0.2 W.h);HR23062 - Parameter of automatic alarm value of energy spent by motor for operation with 3 intermediary taps - Low (default 0.2 W.h);
IDM_;SOPM;1;SptLoWhWrn4;Parameter of automatic alarm value of energy spent by motor for operation with 4 intermediary taps - Low (default 0.2 W.h);HR23063 - Parameter of automatic alarm value of energy spent by motor for operation with 4 intermediary taps - Low (default 0.2 W.h);
IDM_;SOPM;1;SptLoWhAlm0;Parameter of automatic alarm value of energy spent by motor for operation with no intermediary taps - Very low (default = 0.1 W.h);HR23064 - Parameter of automatic alarm value of energy spent by motor for operation with no intermediary taps - Very low (default = 0.1 W.h);
IDM_;SOPM;1;SptLoWhAlm1;Parameter of automatic alarm value of energy spent by motor for operation with 1 intermediary tap - Very low (default = 0.1 W.h);HR23065 - Parameter of automatic alarm value of energy spent by motor for operation with 1 intermediary tap - Very low (default = 0.1 W.h);
IDM_;SOPM;1;SptLoWhAlm2;Parameter of automatic alarm value of energy spent by motor for operation with 2 intermediary taps - Very low (default = 0.1 W.h);HR23066 - Parameter of automatic alarm value of energy spent by motor for operation with 2 intermediary taps - Very low (default = 0.1 W.h);
IDM_;SOPM;1;SptLoWhAlm3;Parameter of automatic alarm value of energy spent by motor for operation with 3 intermediary taps - Very low (default = 0.1 W.h);HR23067 - Parameter of automatic alarm value of energy spent by motor for operation with 3 intermediary taps - Very low (default = 0.1 W.h);
IDM_;SOPM;1;SptLoWhAlm4;Parameter of automatic alarm value of energy spent by motor for operation with 4 intermediary taps - Very low (default = 0.1 W.h);HR23068 - Parameter of automatic alarm value of energy spent by motor for operation with 4 intermediary taps - Very low (default = 0.1 W.h);
IDM_;SOPM;1;SptHiWhWrn0;Parameter of automatic alarm value of energy spent by motor for operation with no intermediary taps - High (default = 40 W.h);HR23069 - Parameter of automatic alarm value of energy spent by motor for operation with no intermediary taps - High (default = 40 W.h);
IDM_;SOPM;1;SptHiWhWrn1;Parameter of automatic alarm value of energy spent by motor for operation with 1 intermediary tap - High (default = 40 W.h);HR23070 - Parameter of automatic alarm value of energy spent by motor for operation with 1 intermediary tap - High (default = 40 W.h);
IDM_;SOPM;1;SptHiWhWrn2;Parameter of automatic alarm value of energy spent by motor for operation with 2 intermediary taps - High (default = 40 W.h);HR23071 - Parameter of automatic alarm value of energy spent by motor for operation with 2 intermediary taps - High (default = 40 W.h);
IDM_;SOPM;1;SptHiWhWrn3;Parameter of automatic alarm value of energy spent by motor for operation with 3 intermediary taps - High (default = 40 W.h);HR23072 - Parameter of automatic alarm value of energy spent by motor for operation with 3 intermediary taps - High (default = 40 W.h);
IDM_;SOPM;1;SptHiWhWrn4;Parameter of automatic alarm value of energy spent by motor for operation with 4 intermediary taps - High (default = 40 W.h);HR23073 - Parameter of automatic alarm value of energy spent by motor for operation with 4 intermediary taps - High (default = 40 W.h);
IDM_;SOPM;1;SptHiWhAlm0;Parameter of automatic alarm value of energy spent by motor for operation with no intermediary taps - Very high (default = 45 W.h);HR23074 - Parameter of automatic alarm value of energy spent by motor for operation with no intermediary taps - Very high (default = 45 W.h);
IDM_;SOPM;1;SptHiWhAlm1;Parameter of automatic alarm value of energy spent by motor for operation with 1 intermediary tap - Very high (default = 45 W.h);HR23075 - Parameter of automatic alarm value of energy spent by motor for operation with 1 intermediary tap - Very high (default = 45 W.h);
IDM_;SOPM;1;SptHiWhAlm2;Parameter of automatic alarm value of energy spent by motor for operation with 2 intermediary taps - Very high (default = 45 W.h);HR23076 - Parameter of automatic alarm value of energy spent by motor for operation with 2 intermediary taps - Very high (default = 45 W.h);
IDM_;SOPM;1;SptHiWhAlm3;Parameter of automatic alarm value of energy spent by motor for operation with 3 intermediary taps - Very high (default = 45 W.h);HR23077 - Parameter of automatic alarm value of energy spent by motor for operation with 3 intermediary taps - Very high (default = 45 W.h);
IDM_;SOPM;1;SptHiWhAlm4;Parameter of automatic alarm value of energy spent by motor for operation with 4 intermediary taps - Very high (default = 45 W.h);HR23078 - Parameter of automatic alarm value of energy spent by motor for operation with 4 intermediary taps - Very high (default = 45 W.h);
IDM_;SOPM;1;aPeakAWrnSpt;Parameter of automatic alarm value of motor start current peak on operation - High;HR23079 - Parameter of automatic alarm value of motor start current peak on operation - High;
IDM_;SOPM;1;aPeakAAlmSpt;Parameter of automatic alarm value of motor start current peak on operation - Very high;HR23080 - Parameter of automatic alarm value of motor start current peak on operation - Very high;
IDM_;SOPM;1;aLoMotVSpt1;Parameter of automatic alarm value of voltage on motor during operation - Low;HR23081 - Parameter of automatic alarm value of voltage on motor during operation - Low;
IDM_;SOPM;1;aLoMotVSpt2;Parameter of automatic alarm value of voltage on motor during operation - Very low;HR23082 - Parameter of automatic alarm value of voltage on motor during operation - Very low;
IDM_;SOPM;1;aHiMotVSpt1;Parameter of automatic alarm value of voltage on motor during operation - High;HR23083 - Parameter of automatic alarm value of voltage on motor during operation - High;
IDM_;SOPM;1;aHiMotVSpt2;Parameter of automatic alarm value of voltage on motor during operation - Very high;HR23084 - Parameter of automatic alarm value of voltage on motor during operation - Very high;
IDM_;SOPM;1;MotStrSet2;Parameter of motor starts number to be used on reference cumsumption curve learning with intermediary TAP;HR23085 - Parameter of motor starts number to be used on reference cumsumption curve learning with intermediary TAP;
IDM_;LPHD;1;AlmRtgSet31;Parameter of alarm classification for motor start current peak - High;HR23100B0-1 - Parameter of alarm classification for motor start current peak - High;
IDM_;LPHD;1;AlmRtgSet32;Parameter of alarm classification for motor start current peak - Very high;HR23101B0-1 - Parameter of alarm classification for motor start current peak - Very high;
IDM_;LPHD;1;AlmRtgSet33;Parameter of alarm classification for total energy spent by the motor during operation - Low;HR23102B0-1 - Parameter of alarm classification for total energy spent by the motor during operation - Low;
IDM_;LPHD;1;AlmRtgSet34;Parameter of alarm classification for total energy spent by the motor during operation - Very low;HR23103B0-1 - Parameter of alarm classification for total energy spent by the motor during operation - Very low;
IDM_;LPHD;1;AlmRtgSet35;Parameter of alarm classification for total energy spent by the motor during operation - High;HR23104B0-1 - Parameter of alarm classification for total energy spent by the motor during operation - High;
IDM_;LPHD;1;AlmRtgSet36;Parameter of alarm classification for total energy spent by the motor during operation - Very high;HR23105B0-1 - Parameter of alarm classification for total energy spent by the motor during operation - Very high;
IDM_;LPHD;1;AlmRtgSet37;Parameter of alarm classification for minimum voltage spent by the motor during operation - Low;HR23106B0-1 - Parameter of alarm classification for minimum voltage spent by the motor during operation - Low;
IDM_;LPHD;1;AlmRtgSet38;Parameter of alarm classification for minimum voltage spent by the motor during operation - Very low;HR23107B0-1 - Parameter of alarm classification for minimum voltage spent by the motor during operation - Very low;
IDM_;LPHD;1;AlmRtgSet39;Parameter of alarm classification for minimum voltage spent by the motor during operation - High;HR23108B0-1 - Parameter of alarm classification for minimum voltage spent by the motor during operation - High;
IDM_;LPHD;1;AlmRtgSet40;Parameter of alarm classification for tensão maximum no motor durante a operação - Very high;HR23109B0-1 - Parameter of alarm classification for tensão maximum no motor durante a operação - Very high;
IDM_;LPHD;1;AlmRtgSet41;Parameter of alarm classification for consumption curve during operation - Under the signature;HR23110B0-1 - Parameter of alarm classification for consumption curve during operation - Under the signature;
IDM_;LPHD;1;AlmRtgSet42;Parameter of alarm classification for consumption curve during operation - Over the signature;HR23111B0-1 - Parameter of alarm classification for consumption curve during operation - Over the signature;
IDM_;LPHD;1;MotCBRly1Set;Parameter of relay selection for alarm by open circuit breaker - Relay 1;HR19200B2 - Parameter of relay selection for alarm by open circuit breaker - Relay 1;
IDM_;LPHD;1;MotCBRly2Set;Parameter of relay selection for alarm by open circuit breaker - Relay 2;HR19200B3 - Parameter of relay selection for alarm by open circuit breaker - Relay 2;
IDM_;LPHD;1;MotCBRly3Set;Parameter of relay selection for alarm by open circuit breaker - Relay 3;HR19200B4 - Parameter of relay selection for alarm by open circuit breaker - Relay 3;
IDM_;LPHD;1;MotCBRly4Set;Parameter of relay selection for alarm by open circuit breaker - Relay 4;HR19200B5 - Parameter of relay selection for alarm by open circuit breaker - Relay 4;
IDM_;LPHD;1;MotCBRly5Set;Parameter of relay selection for alarm by open circuit breaker - Relay 5;HR19200B6 - Parameter of relay selection for alarm by open circuit breaker - Relay 5;
IDM_;LPHD;1;MecRly1Set1;Parameter of relay selection for alarm by mechanism temperature - Low - Relay 1;HR19201B2 - Parameter of relay selection for alarm by mechanism temperature - Low - Relay 1;
IDM_;LPHD;1;MecRly2Set1;Parameter of relay selection for alarm by mechanism temperature - Low - Relay 2;HR19201B3 - Parameter of relay selection for alarm by mechanism temperature - Low - Relay 2;
IDM_;LPHD;1;MecRly3Set1;Parameter of relay selection for alarm by mechanism temperature - Low - Relay 3;HR19201B4 - Parameter of relay selection for alarm by mechanism temperature - Low - Relay 3;
IDM_;LPHD;1;MecRly4Set1;Parameter of relay selection for alarm by mechanism temperature - Low - Relay 4;HR19201B5 - Parameter of relay selection for alarm by mechanism temperature - Low - Relay 4;
IDM_;LPHD;1;MecRly5Set1;Parameter of relay selection for alarm by mechanism temperature - Low - Relay 5;HR19201B6 - Parameter of relay selection for alarm by mechanism temperature - Low - Relay 5;
IDM_;LPHD;1;MecRly1Set2;Parameter of relay selection for alarm by mechanism temperature - Very low - Relay 1;HR19202B2 - Parameter of relay selection for alarm by mechanism temperature - Very low - Relay 1;
IDM_;LPHD;1;MecRly2Set2;Parameter of relay selection for alarm by mechanism temperature - Very low - Relay 2;HR19202B3 - Parameter of relay selection for alarm by mechanism temperature - Very low - Relay 2;
IDM_;LPHD;1;MecRly3Set2;Parameter of relay selection for alarm by mechanism temperature - Very low - Relay 3;HR19202B4 - Parameter of relay selection for alarm by mechanism temperature - Very low - Relay 3;
IDM_;LPHD;1;MecRly4Set2;Parameter of relay selection for alarm by mechanism temperature - Very low - Relay 4;HR19202B5 - Parameter of relay selection for alarm by mechanism temperature - Very low - Relay 4;
IDM_;LPHD;1;MecRly5Set2;Parameter of relay selection for alarm by mechanism temperature - Very low - Relay 5;HR19202B6 - Parameter of relay selection for alarm by mechanism temperature - Very low - Relay 5;
IDM_;LPHD;1;MecRly1Set3;Parameter of relay selection for alarm by mechanism temperature - High - Relay 1;HR19203B2 - Parameter of relay selection for alarm by mechanism temperature - High - Relay 1;
IDM_;LPHD;1;MecRly2Set3;Parameter of relay selection for alarm by mechanism temperature - High - Relay 2;HR19203B3 - Parameter of relay selection for alarm by mechanism temperature - High - Relay 2;
IDM_;LPHD;1;MecRly3Set3;Parameter of relay selection for alarm by mechanism temperature - High - Relay 3;HR19203B4 - Parameter of relay selection for alarm by mechanism temperature - High - Relay 3;
IDM_;LPHD;1;MecRly4Set3;Parameter of relay selection for alarm by mechanism temperature - High - Relay 4;HR19203B5 - Parameter of relay selection for alarm by mechanism temperature - High - Relay 4;
IDM_;LPHD;1;MecRly5Set3;Parameter of relay selection for alarm by mechanism temperature - High - Relay 5;HR19203B6 - Parameter of relay selection for alarm by mechanism temperature - High - Relay 5;
IDM_;LPHD;1;MecRly1Set4;Parameter of relay selection for alarm by mechanism temperature - Very high - Relay 1;HR19204B2 - Parameter of relay selection for alarm by mechanism temperature - Very high - Relay 1;
IDM_;LPHD;1;MecRly2Set4;Parameter of relay selection for alarm by mechanism temperature - Very high - Relay 2;HR19204B3 - Parameter of relay selection for alarm by mechanism temperature - Very high - Relay 2;
IDM_;LPHD;1;MecRly3Set4;Parameter of relay selection for alarm by mechanism temperature - Very high - Relay 3;HR19204B4 - Parameter of relay selection for alarm by mechanism temperature - Very high - Relay 3;
IDM_;LPHD;1;MecRly4Set4;Parameter of relay selection for alarm by mechanism temperature - Very high - Relay 4;HR19204B5 - Parameter of relay selection for alarm by mechanism temperature - Very high - Relay 4;
IDM_;LPHD;1;MecRly5Set4;Parameter of relay selection for alarm by mechanism temperature - Very high - Relay 5;HR19204B6 - Parameter of relay selection for alarm by mechanism temperature - Very high - Relay 5;
IDM_;LPHD;1;HeatRly1Set1;Parameter of relay selection for alarm by mechanism heater current - Low - Relay 1;HR19205B2 - Parameter of relay selection for alarm by mechanism heater current - Low - Relay 1;
IDM_;LPHD;1;HeatRly2Set1;Parameter of relay selection for alarm by mechanism heater current - Low - Relay 2;HR19205B3 - Parameter of relay selection for alarm by mechanism heater current - Low - Relay 2;
IDM_;LPHD;1;HeatRly3Set1;Parameter of relay selection for alarm by mechanism heater current - Low - Relay 3;HR19205B4 - Parameter of relay selection for alarm by mechanism heater current - Low - Relay 3;
IDM_;LPHD;1;HeatRly4Set1;Parameter of relay selection for alarm by mechanism heater current - Low - Relay 4;HR19205B5 - Parameter of relay selection for alarm by mechanism heater current - Low - Relay 4;
IDM_;LPHD;1;HeatRly5Set1;Parameter of relay selection for alarm by mechanism heater current - Low - Relay 5;HR19205B6 - Parameter of relay selection for alarm by mechanism heater current - Low - Relay 5;
IDM_;LPHD;1;HeatRly1Set1;Parameter of relay selection for alarm by mechanism heater current - High - Relay 1;HR19206B2 - Parameter of relay selection for alarm by mechanism heater current - High - Relay 1;
IDM_;LPHD;1;HeatRly2Set2;Parameter of relay selection for alarm by mechanism heater current - High - Relay 2;HR19206B3 - Parameter of relay selection for alarm by mechanism heater current - High - Relay 2;
IDM_;LPHD;1;HeatRly3Set3;Parameter of relay selection for alarm by mechanism heater current - High - Relay 3;HR19206B4 - Parameter of relay selection for alarm by mechanism heater current - High - Relay 3;
IDM_;LPHD;1;HeatRly4Set4;Parameter of relay selection for alarm by mechanism heater current - High - Relay 4;HR19206B5 - Parameter of relay selection for alarm by mechanism heater current - High - Relay 4;
IDM_;LPHD;1;HeatRly5Set5;Parameter of relay selection for alarm by mechanism heater current - High - Relay 5;HR19206B6 - Parameter of relay selection for alarm by mechanism heater current - High - Relay 5;
IDM_;LPHD;1;VMotRly1Set1;Parameter of relay selection for alarm by motor voltage - Low - Relay 1;HR19207B2 - Parameter of relay selection for alarm by motor voltage - Low - Relay 1;
IDM_;LPHD;1;VMotRly2Set1;Parameter of relay selection for alarm by motor voltage - Low - Relay 2;HR19207B3 - Parameter of relay selection for alarm by motor voltage - Low - Relay 2;
IDM_;LPHD;1;VMotRly3Set1;Parameter of relay selection for alarm by motor voltage - Low - Relay 3;HR19207B4 - Parameter of relay selection for alarm by motor voltage - Low - Relay 3;
IDM_;LPHD;1;VMotRly4Set1;Parameter of relay selection for alarm by motor voltage - Low - Relay 4;HR19207B5 - Parameter of relay selection for alarm by motor voltage - Low - Relay 4;
IDM_;LPHD;1;VMotRly5Set1;Parameter of relay selection for alarm by motor voltage - Low - Relay 5;HR19207B6 - Parameter of relay selection for alarm by motor voltage - Low - Relay 5;
IDM_;LPHD;1;VMotRly1Set2;Parameter of relay selection for alarm by motor voltage - Very low - Relay 1;HR19208B2 - Parameter of relay selection for alarm by motor voltage - Very low - Relay 1;
IDM_;LPHD;1;VMotRly2Set2;Parameter of relay selection for alarm by motor voltage - Very low - Relay 2;HR19208B3 - Parameter of relay selection for alarm by motor voltage - Very low - Relay 2;
IDM_;LPHD;1;VMotRly3Set2;Parameter of relay selection for alarm by motor voltage - Very low - Relay 3;HR19208B4 - Parameter of relay selection for alarm by motor voltage - Very low - Relay 3;
IDM_;LPHD;1;VMotRly4Set2;Parameter of relay selection for alarm by motor voltage - Very low - Relay 4;HR19208B5 - Parameter of relay selection for alarm by motor voltage - Very low - Relay 4;
IDM_;LPHD;1;VMotRly5Set2;Parameter of relay selection for alarm by motor voltage - Very low - Relay 5;HR19208B6 - Parameter of relay selection for alarm by motor voltage - Very low - Relay 5;
IDM_;LPHD;1;VMotRly1Set3;Parameter of relay selection for alarm by motor voltage - High - Relay 1;HR19209B2 - Parameter of relay selection for alarm by motor voltage - High - Relay 1;
IDM_;LPHD;1;VMotRly2Set3;Parameter of relay selection for alarm by motor voltage - High - Relay 2;HR19209B3 - Parameter of relay selection for alarm by motor voltage - High - Relay 2;
IDM_;LPHD;1;VMotRly3Set3;Parameter of relay selection for alarm by motor voltage - High - Relay 3;HR19209B4 - Parameter of relay selection for alarm by motor voltage - High - Relay 3;
IDM_;LPHD;1;VMotRly4Set3;Parameter of relay selection for alarm by motor voltage - High - Relay 4;HR19209B5 - Parameter of relay selection for alarm by motor voltage - High - Relay 4;
IDM_;LPHD;1;VMotRly5Set3;Parameter of relay selection for alarm by motor voltage - High - Relay 5;HR19209B6 - Parameter of relay selection for alarm by motor voltage - High - Relay 5;
IDM_;LPHD;1;VMotRly1Set4;Parameter of relay selection for alarm by motor voltage - Very high - Relay 1;HR19210B2 - Parameter of relay selection for alarm by motor voltage - Very high - Relay 1;
IDM_;LPHD;1;VMotRly2Set4;Parameter of relay selection for alarm by motor voltage - Very high - Relay 2;HR19210B3 - Parameter of relay selection for alarm by motor voltage - Very high - Relay 2;
IDM_;LPHD;1;VMotRly3Set4;Parameter of relay selection for alarm by motor voltage - Very high - Relay 3;HR19210B4 - Parameter of relay selection for alarm by motor voltage - Very high - Relay 3;
IDM_;LPHD;1;VMotRly4Set4;Parameter of relay selection for alarm by motor voltage - Very high - Relay 4;HR19210B5 - Parameter of relay selection for alarm by motor voltage - Very high - Relay 4;
IDM_;LPHD;1;VMotRly5Set4;Parameter of relay selection for alarm by motor voltage - Very high - Relay 5;HR19210B6 - Parameter of relay selection for alarm by motor voltage - Very high - Relay 5;
IDM_;LPHD;1;CmdVRly1Set1;Parameter of relay selection for alarm by command voltage - Low - Relay 1;HR19211B2 - Parameter of relay selection for alarm by command voltage - Low - Relay 1;
IDM_;LPHD;1;CmdVRly2Set1;Parameter of relay selection for alarm by command voltage - Low - Relay 2;HR19211B3 - Parameter of relay selection for alarm by command voltage - Low - Relay 2;
IDM_;LPHD;1;CmdVRly3Set1;Parameter of relay selection for alarm by command voltage - Low - Relay 3;HR19211B4 - Parameter of relay selection for alarm by command voltage - Low - Relay 3;
IDM_;LPHD;1;CmdVRly4Set1;Parameter of relay selection for alarm by command voltage - Low - Relay 4;HR19211B5 - Parameter of relay selection for alarm by command voltage - Low - Relay 4;
IDM_;LPHD;1;CmdVRly5Set1;Parameter of relay selection for alarm by command voltage - Low - Relay 5;HR19211B6 - Parameter of relay selection for alarm by command voltage - Low - Relay 5;
IDM_;LPHD;1;CmdVRly1Set2;Parameter of relay selection for alarm by command voltage - Very low - Relay 1;HR19212B2 - Parameter of relay selection for alarm by command voltage - Very low - Relay 1;
IDM_;LPHD;1;CmdVRly2Set2;Parameter of relay selection for alarm by command voltage - Very low - Relay 2;HR19212B3 - Parameter of relay selection for alarm by command voltage - Very low - Relay 2;
IDM_;LPHD;1;CmdVRly3Set2;Parameter of relay selection for alarm by command voltage - Very low - Relay 3;HR19212B4 - Parameter of relay selection for alarm by command voltage - Very low - Relay 3;
IDM_;LPHD;1;CmdVRly4Set2;Parameter of relay selection for alarm by command voltage - Very low - Relay 4;HR19212B5 - Parameter of relay selection for alarm by command voltage - Very low - Relay 4;
IDM_;LPHD;1;CmdVRly5Set2;Parameter of relay selection for alarm by command voltage - Very low - Relay 5;HR19212B6 - Parameter of relay selection for alarm by command voltage - Very low - Relay 5;
IDM_;LPHD;1;CmdVRly1Set3;Parameter of relay selection for alarm by command voltage - High - Relay 1;HR19213B2 - Parameter of relay selection for alarm by command voltage - High - Relay 1;
IDM_;LPHD;1;CmdVRly2Set3;Parameter of relay selection for alarm by command voltage - High - Relay 2;HR19213B3 - Parameter of relay selection for alarm by command voltage - High - Relay 2;
IDM_;LPHD;1;CmdVRly3Set3;Parameter of relay selection for alarm by command voltage - High - Relay 3;HR19213B4 - Parameter of relay selection for alarm by command voltage - High - Relay 3;
IDM_;LPHD;1;CmdVRly4Set3;Parameter of relay selection for alarm by command voltage - High - Relay 4;HR19213B5 - Parameter of relay selection for alarm by command voltage - High - Relay 4;
IDM_;LPHD;1;CmdVRly5Set3;Parameter of relay selection for alarm by command voltage - High - Relay 5;HR19213B6 - Parameter of relay selection for alarm by command voltage - High - Relay 5;
IDM_;LPHD;1;CmdVRly1Set4;Parameter of relay selection for alarm by command voltage - Very high- relay 1;HR19214B2 - Parameter of relay selection for alarm by command voltage - Very high- relay 1;
IDM_;LPHD;1;CmdVRly2Set4;Parameter of relay selection for alarm by command voltage - Very high- relay 2;HR19214B3 - Parameter of relay selection for alarm by command voltage - Very high- relay 2;
IDM_;LPHD;1;CmdVRly3Set4;Parameter of relay selection for alarm by command voltage - Very high- relay 3;HR19214B4 - Parameter of relay selection for alarm by command voltage - Very high- relay 3;
IDM_;LPHD;1;CmdVRly4Set4;Parameter of relay selection for alarm by command voltage - Very high- relay 4;HR19214B5 - Parameter of relay selection for alarm by command voltage - Very high- relay 4;
IDM_;LPHD;1;CmdVRly5Set4;Parameter of relay selection for alarm by command voltage - Very high- relay 5;HR19214B6 - Parameter of relay selection for alarm by command voltage - Very high- relay 5;
IDM_;LPHD;1;eMtnRly1Set1;Parameter of relay selection for alarm by in advance warning to maintenance by operation number - Relay 1;HR19215B2 - Parameter of relay selection for alarm by in advance warning to maintenance by operation number - Relay 1;
